path|size|mtime|est_experiments
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_tomato/.cmake/api/v1/reply/codemodel-v2-71cc86ea6dff9cbf7c03.json|1268|2025-09-05 17:50:09.744005|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_tomato/.cmake/api/v1/reply/target-bunker_tomato_uninstall-7438e90727e98169d779.json|1870|2025-09-05 17:50:09.743005|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_tomato/.cmake/api/v1/reply/directory-.-866d7b23025cf9fc0603.json|8276|2025-09-05 17:50:09.744005|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_tomato/.cmake/api/v1/reply/target-uninstall-31b35cea6b525f2ef582.json|1503|2025-09-05 17:50:09.743005|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_tomato/.cmake/api/v1/reply/index-2025-09-05T08-50-09-0745.json|794|2025-09-05 17:50:09.744005|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/rosidl_typesupport_introspection_c__arguments.json|5875|2025-09-05 17:50:10.245009|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/rosidl_typesupport_c__arguments.json|5500|2025-09-05 17:50:10.332010|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/rosidl_typesupport_introspection_cpp__arguments.json|5915|2025-09-05 17:50:10.422010|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/rosidl_generator_cpp__arguments.json|6392|2025-09-05 17:50:10.034007|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/rosidl_typesupport_cpp__arguments.json|5520|2025-09-05 17:50:10.524011|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/rosidl_adapter__arguments__bunker_msgs.json|319|2025-09-05 17:50:09.583004|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/rosidl_typesupport_fastrtps_cpp__arguments.json|5845|2025-09-05 17:50:10.148008|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/rosidl_generator_py__arguments.json|6214|2025-09-05 17:50:10.694012|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/rosidl_generator_c__arguments.json|6186|2025-09-05 17:50:09.840006|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/rosidl_typesupport_fastrtps_c__arguments.json|5817|2025-09-05 17:50:09.940006|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-bunker_msgs-36580f16e9149dd1f32d.json|5105|2025-09-05 17:50:10.796013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-bunker_msgs__rosidl_typesupport_fastrtps_c-2fe5416cc2ef0bc822a9.json|9081|2025-09-05 17:50:10.799013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-bunker_msgs__rosidl_typesupport_cpp-beb7f538a25631abd79f.json|7598|2025-09-05 17:50:10.798013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-bunker_msgs__rosidl_typesupport_fastrtps_cpp-e4e4d1dc822dd2b043ec.json|9249|2025-09-05 17:50:10.801013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/directory-.-5ff54ad881c1e52c8d69.json|30644|2025-09-05 17:50:10.804013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-bunker_msgs__rosidl_typesupport_introspection_cpp-8c08d3384415e1516bc6.json|8901|2025-09-05 17:50:10.803013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-bunker_msgs__cpp-0d8924798b819960d396.json|1839|2025-09-05 17:50:10.796013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-bunker_msgs__py-fcbd78bebf4890bfbfa3.json|1500|2025-09-05 17:50:10.796013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/directory-bunker_msgs__py-1841b3869950bb462d4e.json|243|2025-09-05 17:50:10.804013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-bunker_msgs__rosidl_generator_py-b248a759c2d2535be4f1.json|7777|2025-09-05 17:50:10.797013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-bunker_msgs_uninstall-c9135ae3714b3193d391.json|1858|2025-09-05 17:50:10.803013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-bunker_msgs__rosidl_typesupport_fastrtps_c__pyext-d785b9c8123201ea899c.json|12634|2025-09-05 17:50:10.800013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-ament_cmake_python_build_bunker_msgs_egg-4cbcec7b3ccfc5e94a1a.json|2133|2025-09-05 17:50:10.795013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-bunker_msgs__rosidl_typesupport_c__pyext-89a73850a575a6028869.json|12038|2025-09-05 17:50:10.798013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-bunker_msgs__rosidl_typesupport_introspection_c__pyext-8d2e8e7f0c7706aa42db.json|12682|2025-09-05 17:50:10.802013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-bunker_msgs__rosidl_typesupport_c-338adbd04bb501ce1a94.json|7143|2025-09-05 17:50:10.797013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-bunker_msgs__rosidl_typesupport_introspection_c-ecbd7a827196d50ecb39.json|8356|2025-09-05 17:50:10.801013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/index-2025-09-05T08-50-10-0806.json|794|2025-09-05 17:50:10.805013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-ament_cmake_python_copy_bunker_msgs-7169acd4d029f0382163.json|2008|2025-09-05 17:50:10.795013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-uninstall-b719fd5e3b137828da0d.json|1501|2025-09-05 17:50:10.803013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/codemodel-v2-708539741f1bdadd1218.json|6521|2025-09-05 17:50:10.805013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/bunker_msgs/.cmake/api/v1/reply/target-bunker_msgs__rosidl_generator_c-acd3ede224d9f3cdc0ed.json|9057|2025-09-05 17:50:10.796013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/rosidl_adapter__arguments__map_service.json|224|2025-09-05 17:50:09.563004|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/rosidl_typesupport_introspection_c__arguments.json|9919|2025-09-05 17:50:10.326010|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/rosidl_typesupport_c__arguments.json|9544|2025-09-05 17:50:10.431010|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/rosidl_typesupport_introspection_cpp__arguments.json|9959|2025-09-05 17:50:10.533011|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/rosidl_generator_cpp__arguments.json|10436|2025-09-05 17:50:10.089008|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/rosidl_typesupport_cpp__arguments.json|9564|2025-09-05 17:50:10.628012|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/rosidl_typesupport_fastrtps_cpp__arguments.json|9889|2025-09-05 17:50:10.227009|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/rosidl_generator_py__arguments.json|10258|2025-09-05 17:50:10.794013|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/rosidl_generator_c__arguments.json|10230|2025-09-05 17:50:09.878006|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/rosidl_typesupport_fastrtps_c__arguments.json|9861|2025-09-05 17:50:09.987007|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-map_service__rosidl_typesupport_c__pyext-b7fa7d2ef22cdd263af2.json|13280|2025-09-05 17:50:10.892014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-map_service__rosidl_generator_c-3a1f06bb3d97b94733e2.json|8023|2025-09-05 17:50:10.890014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/directory-map_service__py-6ef842bba597bae7faa0.json|243|2025-09-05 17:50:10.898014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-map_service__rosidl_typesupport_fastrtps_cpp-6f68521601c5ea37fc4f.json|8888|2025-09-05 17:50:10.894014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-map_service__rosidl_typesupport_introspection_c-c00a6ecd9ac30b73e016.json|8122|2025-09-05 17:50:10.895014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-map_service__rosidl_typesupport_introspection_c__pyext-312862acf6396b814124.json|13930|2025-09-05 17:50:10.896014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-uninstall-8714985bdb6c2348d325.json|1501|2025-09-05 17:50:10.896014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-map_service__rosidl_typesupport_fastrtps_c__pyext-e1c8508817074c9eff36.json|13882|2025-09-05 17:50:10.894014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/directory-.-3f0d817f761096ff1c9d.json|31380|2025-09-05 17:50:10.897014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-map_service__rosidl_typesupport_cpp-1e7a83de1d654151894b.json|7541|2025-09-05 17:50:10.893014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/codemodel-v2-5c8705d7ee328a12807e.json|6521|2025-09-05 17:50:10.898014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-ament_cmake_python_copy_map_service-b29333e72ac2cd94b09d.json|2008|2025-09-05 17:50:10.889014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-map_service__py-0ee28b1408343bb84748.json|1500|2025-09-05 17:50:10.890014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/index-2025-09-05T08-50-10-0898.json|794|2025-09-05 17:50:10.898014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-ament_cmake_python_build_map_service_egg-eb932c695a1e2416d961.json|2133|2025-09-05 17:50:10.889014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-map_service__rosidl_typesupport_introspection_cpp-482aba009681e14c5153.json|8544|2025-09-05 17:50:10.896014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-map_service__rosidl_typesupport_c-73984422a6d3c2f8d870.json|7201|2025-09-05 17:50:10.891014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-map_service__rosidl_typesupport_fastrtps_c-e11bf9363f2011c6b74d.json|8853|2025-09-05 17:50:10.893014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-map_service-a682a046bc9bfc952de3.json|5709|2025-09-05 17:50:10.889014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-map_service_uninstall-8f87313e5846f048e346.json|1858|2025-09-05 17:50:10.896014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-map_service__rosidl_generator_py-96a56d9b693c2d60a110.json|8117|2025-09-05 17:50:10.891014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/build/map_service/.cmake/api/v1/reply/target-map_service__cpp-c41d87e7c88024e077d8.json|1831|2025-09-05 17:50:10.890014|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/results/paper_data.json|75|2025-10-25 16:54:41.603889|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/results/adaptive_tastar_test.json|9298|2025-10-25 17:17:09.781427|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/results/final_summary.json|473|2025-10-25 16:54:39.439860|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/results/phase2_validation/quick_validation_results.json|1038|2025-10-28 15:45:59.064980|6
/home/hayashi/thesis_work/ros2/ros2_ws/src/path_planner_3d/path_planner_3d/benchmark_results/benchmark_results.json|142469|2025-11-21 19:38:52.071559|480
/home/hayashi/thesis_work/ros2/ros2_ws/src/path_planner_3d/path_planner_3d/benchmark_results/full_benchmark_results.json|142469|2025-11-21 19:38:52.080559|480
/home/hayashi/thesis_work/ros2/ros2_ws/src/path_planner_3d/path_planner_3d/benchmark_results/multiscale_benchmark_results.json|133550|2025-11-21 16:45:48.016965|450
/home/hayashi/thesis_work/ros2/ros2_ws/src/path_planner_3d/path_planner_3d/sensitivity_results/sensitivity_results.json|43909|2025-11-23 14:35:18.461075|135
/home/hayashi/thesis_work/ros2/ros2_ws/src/path_planner_3d/path_planner_3d/unity_data/demo_large_moderate.json|29053369|2025-11-23 15:30:36.728368|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/path_planner_3d/path_planner_3d/unity_data/demo_small_moderate.json|295343|2025-11-23 15:30:17.158220|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/path_planner_3d/path_planner_3d/unity_data/demo_medium_moderate.json|7274729|2025-11-23 15:30:18.986234|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/path_planner_3d/path_planner_3d/ablation_results/ablation_results.json|60046|2025-11-23 14:04:48.806078|180
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/results/simple_scalability_results.json|6426|2025-10-24 17:45:13.619860|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/results/phase4_scalability_results.json|14887|2025-10-24 21:26:41.728398|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/results/representative_terrain_results.json|776|2025-10-24 19:59:01.774552|1
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/results/phase3_tastar_superiority.json|2|2025-10-24 20:48:02.283671|0
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/results/statistical_analysis_simple.json|220|2025-10-25 16:54:29.647729|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/results/extreme_scenario_results.json|1039|2025-10-24 15:14:09.330684|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/results/scalability_results.json|549|2025-10-24 15:10:52.757338|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/results/efficient_terrain_results.json|81932|2025-10-24 23:23:35.209844|5
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/results/terrain_test_terrain_20251024_222245.json|1605|2025-10-24 22:22:45.755242|2
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/results/algorithm_comparison/statistical_analysis.json|2357|2025-10-24 14:37:31.031651|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/results/algorithm_comparison/comparison_results.json|94725|2025-10-24 14:37:31.030651|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/results/phase2_complete/raw_data.json|11282|2025-10-28 16:17:23.603235|50
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/results/phase1_complete/validation_results.json|23345|2025-10-28 23:54:26.551412|100
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/scenarios/validated/extreme_hazards/validation_report.json|8333|2025-10-24 20:10:51.559641|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/scenarios/validated/extreme_hazards/scenario_005.json|397|2025-10-24 20:10:51.558641|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/scenarios/validated/extreme_hazards/scenario_006.json|394|2025-10-24 20:10:51.558641|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/scenarios/validated/extreme_hazards/scenario_007.json|394|2025-10-24 20:10:51.558641|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/scenarios/validated/extreme_hazards/scenario_004.json|396|2025-10-24 20:10:51.558641|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/scenarios/validated/extreme_hazards/scenario_000.json|396|2025-10-24 20:10:51.557641|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/scenarios/validated/extreme_hazards/scenario_008.json|396|2025-10-24 20:10:51.558641|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/scenarios/validated/extreme_hazards/scenario_002.json|398|2025-10-24 20:10:51.558641|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/scenarios/validated/extreme_hazards/scenario_003.json|395|2025-10-24 20:10:51.558641|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/scenarios/validated/extreme_hazards/scenario_001.json|396|2025-10-24 20:10:51.558641|None
/home/hayashi/thesis_work/ros2/ros2_ws/src/bunker_ros2/scenarios/validated/steep_terrain/scenario_018.json|421|2025-10-24 19:17:57.739944|None
